DATE,DJIA
Oct 25 2016,18169.27
Oct 26 2016,18199.33
Oct 27 2016,18169.68
Oct 28 2016,18161.19
Oct 31 2016,18142.42
Nov 01 2016,18037.1
Nov 02 2016,17959.64
Nov 03 2016,17930.67
Nov 04 2016,17888.28
Nov 07 2016,18259.6
Nov 08 2016,18332.74
Nov 09 2016,18589.69
Nov 10 2016,18807.88
Nov 11 2016,18847.66
Nov 14 2016,18868.69
Nov 15 2016,18923.06
Nov 16 2016,18868.14
Nov 17 2016,18903.82
Nov 18 2016,18867.93
Nov 21 2016,18956.69
Nov 22 2016,19023.87
Nov 23 2016,19083.18
Nov 24 2016,
Nov 25 2016,19152.14
Nov 28 2016,19097.9
Nov 29 2016,19121.6
Nov 30 2016,19123.58
Dec 01 2016,19191.93
Dec 02 2016,19170.42
Dec 05 2016,19216.24
Dec 06 2016,19251.78
Dec 07 2016,19549.62
Dec 08 2016,19614.81
Dec 09 2016,19756.85
Dec 12 2016,19796.43
Dec 13 2016,19911.21
Dec 14 2016,19792.53
Dec 15 2016,19852.24
Dec 16 2016,19843.41
Dec 19 2016,19883.06
Dec 20 2016,19974.62
Dec 21 2016,19941.96
Dec 22 2016,19918.88
Dec 23 2016,19933.81
Dec 26 2016,
Dec 27 2016,19945.04
Dec 28 2016,19833.68
Dec 29 2016,19819.78
Dec 30 2016,19762.6
Jan 02 2017,
Jan 03 2017,19881.76
Jan 04 2017,19942.16
Jan 05 2017,19899.29
Jan 06 2017,19963.8
Jan 09 2017,19887.38
Jan 10 2017,19855.53
Jan 11 2017,19954.28
Jan 12 2017,19891
Jan 13 2017,19885.73
Jan 16 2017,
Jan 17 2017,19826.77
Jan 18 2017,19804.72
Jan 19 2017,19732.4
Jan 20 2017,19827.25
Jan 23 2017,19799.85
Jan 24 2017,19912.71
Jan 25 2017,20068.51
Jan 26 2017,20100.91
Jan 27 2017,20093.78
Jan 30 2017,19971.13
Jan 31 2017,19864.09
Feb 01 2017,19890.94
Feb 02 2017,19884.91
Feb 03 2017,20071.46
Feb 06 2017,20052.42
Feb 07 2017,20090.29
Feb 08 2017,20054.34
Feb 09 2017,20172.4
Feb 10 2017,20269.37
Feb 13 2017,20412.16
Feb 14 2017,20504.41
Feb 15 2017,20611.86
Feb 16 2017,20619.77
Feb 17 2017,20624.05
Feb 20 2017,
Feb 21 2017,20743
Feb 22 2017,20775.6
Feb 23 2017,20810.32
Feb 24 2017,20821.76
Feb 27 2017,20837.44
Feb 28 2017,20812.24
Mar 01 2017,21115.55
Mar 02 2017,21002.97
Mar 03 2017,21005.71
Mar 06 2017,20954.34
Mar 07 2017,20924.76
Mar 08 2017,20855.73
Mar 09 2017,20858.19
Mar 10 2017,20902.98
Mar 13 2017,20881.48
Mar 14 2017,20837.37
Mar 15 2017,20950.1
Mar 16 2017,20934.55
Mar 17 2017,20914.62
Mar 20 2017,20905.86
Mar 21 2017,20668.01
Mar 22 2017,20661.3
Mar 23 2017,20656.58
Mar 24 2017,20596.72
Mar 27 2017,20550.98
Mar 28 2017,20701.5
Mar 29 2017,20659.32
Mar 30 2017,20728.49
Mar 31 2017,20663.22
Apr 03 2017,20650.21
Apr 04 2017,20689.24
Apr 05 2017,20648.15
Apr 06 2017,20662.95
Apr 07 2017,20656.1
Apr 10 2017,20658.02
Apr 11 2017,20651.3
Apr 12 2017,20591.86
Apr 13 2017,20453.25
Apr 14 2017,
Apr 17 2017,20636.92
Apr 18 2017,20523.28
Apr 19 2017,20404.49
Apr 20 2017,20578.71
Apr 21 2017,20547.76
Apr 24 2017,20763.89
Apr 25 2017,20996.12
Apr 26 2017,20975.09
Apr 27 2017,20981.33
Apr 28 2017,20940.51
May 01 2017,20913.46
May 02 2017,20949.89
May 03 2017,20957.9
May 04 2017,20951.47
May 05 2017,21006.94
May 08 2017,21012.28
May 09 2017,20975.78
May 10 2017,20943.11
May 11 2017,20919.42
May 12 2017,20896.61
May 15 2017,20981.94
May 16 2017,20979.75
May 17 2017,20606.93
May 18 2017,20663.02
May 19 2017,20804.84
May 22 2017,20894.83
May 23 2017,20937.91
May 24 2017,21012.42
May 25 2017,21082.95
May 26 2017,21080.28
May 29 2017,
May 30 2017,21029.47
May 31 2017,21008.65
Jun 01 2017,21144.18
Jun 02 2017,21206.29
Jun 05 2017,21184.04
Jun 06 2017,21136.23
Jun 07 2017,21173.69
Jun 08 2017,21182.53
Jun 09 2017,21271.97
Jun 12 2017,21235.67
Jun 13 2017,21328.47
Jun 14 2017,21374.56
Jun 15 2017,21359.9
Jun 16 2017,21384.28
Jun 19 2017,21528.99
Jun 20 2017,21467.14
Jun 21 2017,21410.03
Jun 22 2017,21397.29
Jun 23 2017,21394.76
Jun 26 2017,21409.55
Jun 27 2017,21310.66
Jun 28 2017,21454.61
Jun 29 2017,21287.03
Jun 30 2017,21349.63
Jul 03 2017,21479.27
Jul 04 2017,
Jul 05 2017,21478.17
Jul 06 2017,21320.04
Jul 07 2017,21414.34
Jul 10 2017,21408.52
Jul 11 2017,21409.07
Jul 12 2017,21532.14
Jul 13 2017,21553.09
Jul 14 2017,21637.74
Jul 17 2017,21629.72
Jul 18 2017,21574.73
Jul 19 2017,21640.75
Jul 20 2017,21611.78
Jul 21 2017,21580.07
Jul 24 2017,21513.17
Jul 25 2017,21613.43
Jul 26 2017,21711.01
Jul 27 2017,21796.55
Jul 28 2017,21830.31
Jul 31 2017,21891.12
Aug 01 2017,21963.92
Aug 02 2017,22016.24
Aug 03 2017,22026.1
Aug 04 2017,22092.81
Aug 07 2017,22118.42
Aug 08 2017,22085.34
Aug 09 2017,22048.7
Aug 10 2017,21844.01
Aug 11 2017,21858.32
Aug 14 2017,21993.71
Aug 15 2017,21998.99
Aug 16 2017,22024.87
Aug 17 2017,21750.73
Aug 18 2017,21674.51
Aug 21 2017,21703.75
Aug 22 2017,21899.89
Aug 23 2017,21812.09
Aug 24 2017,21783.4
Aug 25 2017,21813.67
Aug 28 2017,21808.4
Aug 29 2017,21865.37
Aug 30 2017,21892.43
Aug 31 2017,21948.1
Sep 01 2017,21987.56
Sep 04 2017,
Sep 05 2017,21753.31
Sep 06 2017,21807.64
Sep 07 2017,21784.78
Sep 08 2017,21797.79
Sep 11 2017,22057.37
Sep 12 2017,22118.86
Sep 13 2017,22158.18
Sep 14 2017,22203.48
Sep 15 2017,22268.34
Sep 18 2017,22331.35
Sep 19 2017,22370.8
Sep 20 2017,22412.59
Sep 21 2017,22359.23
Sep 22 2017,22349.59
Sep 25 2017,22296.09
Sep 26 2017,22284.32
Sep 27 2017,22340.71
Sep 28 2017,22381.2
Sep 29 2017,22405.09
Oct 02 2017,22557.6
Oct 03 2017,22641.67
Oct 04 2017,22661.64
Oct 05 2017,22775.39
Oct 06 2017,22773.67
Oct 09 2017,22761.07
Oct 10 2017,22830.68
Oct 11 2017,22872.89
Oct 12 2017,22841.01
Oct 13 2017,22871.72
Oct 16 2017,22956.96
Oct 17 2017,22997.44
Oct 18 2017,23157.6
Oct 19 2017,23163.04
Oct 20 2017,23328.63
Oct 23 2017,23273.96
Oct 24 2017,23441.76
Oct 25 2017,23329.46
Oct 26 2017,23400.86
Oct 27 2017,23434.19
Oct 30 2017,23348.74
Oct 31 2017,23377.24
Nov 01 2017,23435.01
Nov 02 2017,23516.26
Nov 03 2017,23539.19
Nov 06 2017,23548.42
Nov 07 2017,23557.23
Nov 08 2017,23563.36
Nov 09 2017,23461.94
Nov 10 2017,23422.21
Nov 13 2017,23439.7
Nov 14 2017,23409.47
Nov 15 2017,23271.28
Nov 16 2017,23458.36
Nov 17 2017,23358.24
Nov 20 2017,23430.33
Nov 21 2017,23590.83
Nov 22 2017,23526.18
Nov 23 2017,
Nov 24 2017,23557.99
Nov 27 2017,23580.78
Nov 28 2017,23836.71
Nov 29 2017,23940.68
Nov 30 2017,24272.35
Dec 01 2017,24231.59
Dec 04 2017,24290.05
Dec 05 2017,24180.64
Dec 06 2017,24140.91
Dec 07 2017,24211.48
Dec 08 2017,24329.16
Dec 11 2017,24386.03
Dec 12 2017,24504.8
Dec 13 2017,24585.43
Dec 14 2017,24508.66
Dec 15 2017,24651.74
Dec 18 2017,24792.2
Dec 19 2017,24754.75
Dec 20 2017,24726.65
Dec 21 2017,24782.29
Dec 22 2017,24754.06
Dec 25 2017,
Dec 26 2017,24746.21
Dec 27 2017,24774.3
Dec 28 2017,24837.51
Dec 29 2017,24719.22
Jan 01 2018,
Jan 02 2018,24824.01
Jan 03 2018,24922.68
Jan 04 2018,25075.13
Jan 05 2018,25295.87
Jan 08 2018,25283
Jan 09 2018,25385.8
Jan 10 2018,25369.13
Jan 11 2018,25574.73
Jan 12 2018,25803.19
Jan 15 2018,
Jan 16 2018,25792.86
Jan 17 2018,26115.65
Jan 18 2018,26017.81
Jan 19 2018,26071.72
Jan 22 2018,26214.6
Jan 23 2018,26210.81
Jan 24 2018,26252.12
Jan 25 2018,26392.79
Jan 26 2018,26616.71
Jan 29 2018,26439.48
Jan 30 2018,26076.89
Jan 31 2018,26149.39
Feb 01 2018,26186.71
Feb 02 2018,25520.96
Feb 05 2018,24345.75
Feb 06 2018,24912.77
Feb 07 2018,24893.35
Feb 08 2018,23860.46
Feb 09 2018,24190.9
Feb 12 2018,24601.27
Feb 13 2018,24640.45
Feb 14 2018,24893.49
Feb 15 2018,25200.37
Feb 16 2018,25219.38
Feb 19 2018,
Feb 20 2018,24964.75
Feb 21 2018,24797.78
Feb 22 2018,24962.48
Feb 23 2018,25309.99
Feb 26 2018,25709.27
Feb 27 2018,25410.03
Feb 28 2018,25029.2
Mar 01 2018,24608.98
Mar 02 2018,24538.06
Mar 05 2018,24874.76
Mar 06 2018,24884.12
Mar 07 2018,24801.36
Mar 08 2018,24895.21
Mar 09 2018,25335.74
Mar 12 2018,25178.61
Mar 13 2018,25007.03
Mar 14 2018,24758.12
Mar 15 2018,24873.66
Mar 16 2018,24946.51
Mar 19 2018,24610.91
Mar 20 2018,24727.27
Mar 21 2018,24682.31
Mar 22 2018,23957.89
Mar 23 2018,23533.2
Mar 26 2018,24202.6
Mar 27 2018,23857.71
Mar 28 2018,23848.42
Mar 29 2018,24103.11
Mar 30 2018,
Apr 02 2018,23644.19
Apr 03 2018,24033.36
Apr 04 2018,24264.3
Apr 05 2018,24505.22
Apr 06 2018,23932.76
Apr 09 2018,23979.1
Apr 10 2018,24408
Apr 11 2018,24189.45
Apr 12 2018,24483.05
Apr 13 2018,24360.14
Apr 16 2018,24573.04
Apr 17 2018,24786.63
Apr 18 2018,24748.07
Apr 19 2018,24664.89
Apr 20 2018,24462.94
Apr 23 2018,24448.69
Apr 24 2018,24024.13
Apr 25 2018,24083.83
Apr 26 2018,24322.34
Apr 27 2018,24311.19
Apr 30 2018,24163.15
May 01 2018,24099.05
May 02 2018,23924.98
May 03 2018,23930.15
May 04 2018,24262.51
May 07 2018,24357.32
May 08 2018,24360.21
May 09 2018,24542.54
May 10 2018,24739.53
May 11 2018,24831.17
May 14 2018,24899.41
May 15 2018,24706.41
May 16 2018,24768.93
May 17 2018,24713.98
May 18 2018,24715.09
May 21 2018,25013.29
May 22 2018,24834.41
May 23 2018,24886.81
May 24 2018,24811.76
May 25 2018,24753.09
May 28 2018,
May 29 2018,24361.45
May 30 2018,24667.78
May 31 2018,24415.84
Jun 01 2018,24635.21
Jun 04 2018,24813.69
Jun 05 2018,24799.98
Jun 06 2018,25146.39
Jun 07 2018,25241.41
Jun 08 2018,25316.53
Jun 11 2018,25322.31
Jun 12 2018,25320.73
Jun 13 2018,25201.2
Jun 14 2018,25175.31
Jun 15 2018,25090.48
Jun 18 2018,24987.47
Jun 19 2018,24700.21
Jun 20 2018,24657.8
Jun 21 2018,24461.7
Jun 22 2018,24580.89
Jun 25 2018,24252.8
Jun 26 2018,24283.11
Jun 27 2018,24117.59
Jun 28 2018,24216.05
Jun 29 2018,24271.41
Jul 02 2018,24307.18
Jul 03 2018,24174.82
Jul 04 2018,
Jul 05 2018,24356.74
Jul 06 2018,24456.48
Jul 09 2018,24776.59
Jul 10 2018,24919.66
Jul 11 2018,24700.45
Jul 12 2018,24924.89
Jul 13 2018,25019.41
Jul 16 2018,25064.36
Jul 17 2018,25119.89
Jul 18 2018,25199.29
Jul 19 2018,25064.5
Jul 20 2018,25058.12
Jul 23 2018,25044.29
Jul 24 2018,25241.94
Jul 25 2018,25414.1
Jul 26 2018,25527.07
Jul 27 2018,25451.06
Jul 30 2018,25306.83
Jul 31 2018,25415.19
Aug 01 2018,25333.82
Aug 02 2018,25326.16
Aug 03 2018,25462.58
Aug 06 2018,25502.18
Aug 07 2018,25628.91
Aug 08 2018,25583.75
Aug 09 2018,25509.23
Aug 10 2018,25313.14
Aug 13 2018,25187.7
Aug 14 2018,25299.92
Aug 15 2018,25162.41
Aug 16 2018,25558.73
Aug 17 2018,25669.32
Aug 20 2018,25758.69
Aug 21 2018,25822.29
Aug 22 2018,25733.6
